CustomerID,Gender,Age,Items Purchased,Category,Purchase Amount,Shipping Type,Subscription Status,Season,Country,Age Group
363,Female,36,Coat,Outerwear,69,Next Day Air,No,Winter,Afghanistan,35-44
364,Female,25,Coat,Outerwear,85,Next Day Air,Yes,Winter,Afghanistan,25-34
365,Male,36,Coat,Outerwear,12,Next Day Air,No,Winter,Afghanistan,35-44
366,Male,39,Coat,Outerwear,100,Next Day Air,Yes,Winter,Afghanistan,35-44
367,Female,38,Coat,Outerwear,23,Next Day Air,No,Winter,Afghanistan,35-44
368,Female,22,Coat,Outerwear,14,Next Day Air,Yes,Winter,Afghanistan,25-34
369,Male,22,Coat,Outerwear,25,Next Day Air,No,Winter,Afghanistan,25-34
370,Female,22,Coat,Outerwear,41,Next Day Air,Yes,Winter,Afghanistan,25-34
371,Male,22,Coat,Outerwear,22,Next Day Air,No,Winter,Afghanistan,25-34
372,Female,22,Coat,Outerwear,63,Free Shipping,Yes,Winter,Afghanistan,25-34
373,Female,22,Coat,Outerwear,55,Free Shipping,No,Winter,Afghanistan,25-34
374,Female,22,Coat,Outerwear,98,Free Shipping,Yes,Winter,Afghanistan,25-34
375,Male,22,Coat,Outerwear,99,Free Shipping,No,Winter,Afghanistan,25-34
376,Male,22,Coat,Outerwear,65,Free Shipping,Yes,Winter,Afghanistan,25-34
377,Female,22,Coat,Outerwear,35,Free Shipping,No,Winter,Afghanistan,25-34
378,Male,22,Coat,Outerwear,85,Free Shipping,Yes,Winter,Afghanistan,25-34
379,Female,22,Coat,Outerwear,96,Free Shipping,No,Winter,Afghanistan,25-34
380,Female,22,Coat,Outerwear,74,Free Shipping,Yes,Winter,Afghanistan,25-34
381,Male,22,Sneakers,Footwear,52,Free Shipping,No,Winter,Afghanistan,25-34
382,Male,22,Shirt,Clothing,22,Free Shipping,Yes,Winter,Afghanistan,25-34
383,Male,22,Shirt,Clothing,21,Free Shipping,No,Winter,Afghanistan,25-34
384,Female,22,Shirt,Clothing,45,Free Shipping,Yes,Winter,Afghanistan,25-34
385,Female,22,Shirt,Clothing,77,Free Shipping,No,Winter,Afghanistan,25-34
386,Male,22,Shirt,Clothing,50,Free Shipping,Yes,Winter,Afghanistan,25-34
387,Female,22,Shirt,Clothing,25,Free Shipping,No,Winter,Afghanistan,25-34
388,Female,22,Shirt,Clothing,15,Free Shipping,Yes,Winter,Afghanistan,25-34
389,Female,22,Shirt,Clothing,69,Free Shipping,No,Winter,Afghanistan,25-34
390,Female,22,Shirt,Clothing,85,Free Shipping,Yes,Winter,Afghanistan,25-34
391,Female,22,Shirt,Clothing,12,Free Shipping,No,Winter,Afghanistan,25-34
392,Male,22,Shirt,Clothing,100,Free Shipping,Yes,Winter,Afghanistan,25-34
393,Male,22,Shirt,Clothing,23,Free Shipping,No,Winter,Afghanistan,25-34
394,Female,22,Sneakers,Footwear,14,Free Shipping,Yes,Winter,Afghanistan,25-34
395,Female,22,Sneakers,Footwear,25,Free Shipping,No,Winter,Afghanistan,25-34
396,Male,22,Sneakers,Footwear,41,Free Shipping,Yes,Winter,Afghanistan,25-34
397,Female,22,Sneakers,Footwear,22,Free Shipping,No,Winter,Afghanistan,25-34
398,Female,22,Sneakers,Footwear,63,Free Shipping,Yes,Winter,Afghanistan,25-34
399,Male,22,Sneakers,Footwear,55,Free Shipping,No,Winter,Afghanistan,25-34
400,Male,22,Sneakers,Footwear,98,Free Shipping,Yes,Winter,Afghanistan,25-34
401,Female,22,Sneakers,Footwear,99,Free Shipping,No,Winter,Afghanistan,25-34
402,Female,22,Sneakers,Footwear,65,Free Shipping,Yes,Winter,Afghanistan,25-34
403,Male,22,Sneakers,Footwear,35,Free Shipping,No,Winter,Afghanistan,25-34
404,Male,22,Sneakers,Footwear,85,Free Shipping,Yes,Winter,Afghanistan,25-34
405,Male,22,Sneakers,Footwear,96,Free Shipping,No,Winter,Afghanistan,25-34
406,Female,22,Sneakers,Footwear,74,Free Shipping,Yes,Winter,Afghanistan,25-34
407,Female,22,Sneakers,Footwear,52,Free Shipping,No,Winter,Afghanistan,25-34
408,Male,22,Sneakers,Footwear,22,Free Shipping,Yes,Winter,Afghanistan,25-34
409,Male,22,Sneakers,Footwear,21,Free Shipping,No,Winter,Afghanistan,25-34
410,Male,22,Sneakers,Footwear,45,Free Shipping,Yes,Winter,Afghanistan,25-34
411,Male,22,Sneakers,Footwear,77,Free Shipping,No,Winter,Afghanistan,25-34
412,Female,22,Sneakers,Footwear,50,Free Shipping,Yes,Winter,Afghanistan,25-34
413,Female,22,Sneakers,Footwear,25,Free Shipping,No,Winter,Afghanistan,25-34
414,Male,22,Sneakers,Footwear,15,Free Shipping,Yes,Winter,Afghanistan,25-34
415,Female,22,Sneakers,Footwear,69,Free Shipping,No,Winter,Afghanistan,25-34
416,Female,22,Sneakers,Footwear,85,Free Shipping,Yes,Winter,Afghanistan,25-34
417,Female,22,Sneakers,Footwear,12,Free Shipping,No,Winter,Afghanistan,25-34
418,Female,22,Sneakers,Footwear,100,Free Shipping,Yes,Winter,Afghanistan,25-34
419,Female,22,Sneakers,Footwear,23,Free Shipping,No,Winter,Afghanistan,25-34
420,Female,22,Sneakers,Footwear,14,Free Shipping,Yes,Winter,Afghanistan,25-34
421,Male,22,Sneakers,Footwear,25,Free Shipping,No,Winter,Afghanistan,25-34
422,Female,22,Sneakers,Footwear,41,Free Shipping,Yes,Winter,Afghanistan,25-34
423,Female,22,Sneakers,Footwear,22,Free Shipping,No,Winter,Afghanistan,25-34
424,Male,22,Sneakers,Footwear,63,Free Shipping,Yes,Winter,Afghanistan,25-34
425,Female,22,Sneakers,Footwear,55,Free Shipping,No,Winter,Afghanistan,25-34
426,Female,22,Sneakers,Footwear,98,Free Shipping,Yes,Winter,Afghanistan,25-34
427,Male,22,Sneakers,Footwear,99,Free Shipping,No,Winter,Afghanistan,25-34
428,Male,22,Sneakers,Footwear,65,Free Shipping,Yes,Winter,Afghanistan,25-34
429,Male,22,Sneakers,Footwear,35,Free Shipping,No,Winter,Afghanistan,25-34
430,Male,22,Sneakers,Footwear,85,Free Shipping,Yes,Winter,Afghanistan,25-34
431,Male,22,Sneakers,Footwear,96,Free Shipping,No,Winter,Afghanistan,25-34
432,Male,22,Sneakers,Footwear,74,Free Shipping,Yes,Winter,Afghanistan,25-34
433,Female,22,Sneakers,Footwear,52,Free Shipping,No,Winter,Afghanistan,25-34
434,Female,22,Sneakers,Footwear,22,Free Shipping,Yes,Winter,Afghanistan,25-34
435,Male,22,Sneakers,Footwear,21,Free Shipping,No,Winter,Afghanistan,25-34
436,Female,22,Sneakers,Footwear,45,Free Shipping,Yes,Winter,Afghanistan,25-34
437,Female,22,Sneakers,Footwear,77,Free Shipping,No,Winter,Afghanistan,25-34
438,Male,22,Sneakers,Footwear,50,Free Shipping,Yes,Winter,Afghanistan,25-34
439,Male,22,Sneakers,Footwear,25,Free Shipping,No,Winter,Afghanistan,25-34
440,Female,22,Sneakers,Footwear,15,Free Shipping,Yes,Winter,Afghanistan,25-34
441,Female,22,Sneakers,Footwear,69,Free Shipping,No,Winter,Afghanistan,25-34
442,Male,22,Sneakers,Footwear,85,Free Shipping,Yes,Winter,Afghanistan,25-34
443,Female,22,Sneakers,Footwear,12,Free Shipping,No,Winter,Afghanistan,25-34
444,Female,22,Sneakers,Footwear,100,Free Shipping,Yes,Winter,Afghanistan,25-34
445,Male,22,Sneakers,Footwear,23,Free Shipping,No,Winter,Afghanistan,25-34
446,Male,22,Sneakers,Footwear,14,Free Shipping,Yes,Winter,Afghanistan,25-34
447,Male,22,Sneakers,Footwear,25,Free Shipping,No,Winter,Afghanistan,25-34
448,Female,22,Sneakers,Footwear,41,Free Shipping,Yes,Winter,Afghanistan,25-34
449,Female,22,Sneakers,Footwear,22,Free Shipping,No,Winter,Afghanistan,25-34
450,Male,22,Sneakers,Footwear,63,Free Shipping,Yes,Winter,Afghanistan,25-34
451,Male,22,Sneakers,Footwear,55,Free Shipping,No,Winter,Afghanistan,25-34
452,Male,22,Sneakers,Footwear,98,Free Shipping,Yes,Winter,Afghanistan,25-34
453,Female,22,Sneakers,Footwear,99,Free Shipping,No,Winter,Afghanistan,25-34
454,Female,22,Sneakers,Footwear,65,Free Shipping,Yes,Winter,Afghanistan,25-34
455,Female,22,Sneakers,Footwear,35,Free Shipping,No,Winter,Afghanistan,25-34
456,Female,22,Sneakers,Footwear,85,Free Shipping,Yes,Winter,Afghanistan,25-34
457,Male,22,Blouse,Clothing,96,Free Shipping,No,Winter,Afghanistan,25-34
458,Female,22,Sweater,Clothing,74,Free Shipping,Yes,Winter,Afghanistan,25-34
459,Male,22,Jeans,Clothing,52,Free Shipping,No,Winter,Afghanistan,25-34
460,Female,22,Sandals,Footwear,22,Free Shipping,Yes,Winter,Afghanistan,25-34
461,Female,22,Blouse,Clothing,21,Free Shipping,No,Winter,Afghanistan,25-34
462,Female,22,Sneakers,Footwear,45,Express,Yes,Winter,Afghanistan,25-34
463,Male,22,Shirt,Clothing,77,Free Shipping,No,Winter,Afghanistan,25-34
464,Female,22,Shorts,Clothing,50,Next Day Air,Yes,Winter,Afghanistan,25-34
465,Male,22,Coat,Outerwear,25,2-Day Shipping,No,Winter,Afghanistan,25-34
466,Female,22,Handbag,Accessories,15,2-Day Shipping,Yes,Winter,Afghanistan,25-34
467,Male,22,Sunglasses,Accessories,69,2-Day Shipping,No,Winter,Afghanistan,25-34
468,Female,22,Scarf,Accessories,85,2-Day Shipping,Yes,Winter,Afghanistan,25-34
469,Female,22,Blouse,Clothing,12,2-Day Shipping,No,Winter,Afghanistan,25-34
470,Male,22,Sweater,Clothing,100,2-Day Shipping,Yes,Winter,Afghanistan,25-34
471,Male,22,Jeans,Clothing,23,2-Day Shipping,No,Winter,Afghanistan,25-34
472,Male,22,Sandals,Footwear,14,2-Day Shipping,Yes,Winter,Afghanistan,25-34
473,Male,22,Blouse,Clothing,25,2-Day Shipping,No,Winter,Afghanistan,25-34
474,Male,22,Sneakers,Footwear,41,2-Day Shipping,Yes,Winter,Afghanistan,25-34
475,Female,22,Shirt,Clothing,22,2-Day Shipping,No,Winter,Afghanistan,25-34
476,Female,22,Shorts,Clothing,63,2-Day Shipping,Yes,Winter,Afghanistan,25-34
477,Male,22,Coat,Outerwear,55,2-Day Shipping,No,Winter,Afghanistan,25-34
478,Male,22,Handbag,Accessories,98,2-Day Shipping,Yes,Winter,Afghanistan,25-34
479,Male,22,Sunglasses,Accessories,99,2-Day Shipping,No,Winter,Afghanistan,25-34
480,Male,22,Scarf,Accessories,65,2-Day Shipping,Yes,Winter,Afghanistan,25-34
481,Female,22,Blouse,Clothing,35,2-Day Shipping,No,Winter,Afghanistan,25-34
482,Female,22,Sweater,Clothing,85,2-Day Shipping,Yes,Winter,Afghanistan,25-34
483,Male,22,Jeans,Clothing,96,Express,No,Winter,Afghanistan,25-34
484,Female,22,Sandals,Footwear,74,Express,Yes,Winter,Afghanistan,25-34
485,Female,22,Blouse,Clothing,52,Express,No,Winter,Afghanistan,25-34
486,Male,22,Sneakers,Footwear,22,Express,Yes,Winter,Afghanistan,25-34
487,Female,22,Shirt,Clothing,21,Express,No,Winter,Afghanistan,25-34
488,Male,22,Shorts,Clothing,45,Express,Yes,Winter,Afghanistan,25-34
489,Female,22,Coat,Outerwear,77,Express,No,Winter,Afghanistan,25-34
490,Female,22,Handbag,Accessories,50,Express,Yes,Winter,Afghanistan,25-34
491,Female,22,Sunglasses,Accessories,25,Express,No,Winter,Afghanistan,25-34
492,Female,22,Scarf,Accessories,15,Express,Yes,Winter,Afghanistan,25-34
493,Male,22,Blouse,Clothing,69,Express,No,Winter,Afghanistan,25-34
494,Female,22,Sweater,Clothing,85,Express,Yes,Winter,Afghanistan,25-34
495,Female,22,Jeans,Clothing,12,Next Day Air,No,Winter,Afghanistan,25-34
496,Female,22,Sandals,Footwear,100,Next Day Air,Yes,Winter,Afghanistan,25-34
497,Female,22,Blouse,Clothing,23,Next Day Air,No,Winter,Afghanistan,25-34
498,Male,22,Sneakers,Footwear,14,Next Day Air,Yes,Winter,Afghanistan,25-34
499,Male,22,Shirt,Clothing,25,Next Day Air,No,Winter,Afghanistan,25-34
500,Male,22,Shorts,Clothing,41,Next Day Air,Yes,Winter,Afghanistan,25-34
501,Female,22,Coat,Outerwear,22,Next Day Air,No,Winter,Afghanistan,25-34
502,Male,22,Handbag,Accessories,63,Next Day Air,Yes,Winter,Afghanistan,25-34
503,Female,22,Sunglasses,Accessories,55,Next Day Air,No,Winter,Afghanistan,25-34
504,Female,22,Scarf,Accessories,98,Next Day Air,Yes,Winter,Afghanistan,25-34
505,Female,22,Blouse,Clothing,99,Next Day Air,No,Winter,Afghanistan,25-34
506,Female,22,Sweater,Clothing,65,Next Day Air,Yes,Winter,Afghanistan,25-34
507,Female,22,Jeans,Clothing,35,Next Day Air,No,Winter,Afghanistan,25-34
508,Male,22,Blouse,Clothing,85,Next Day Air,Yes,Winter,Afghanistan,25-34
509,Female,22,Sweater,Clothing,96,Next Day Air,No,Winter,Afghanistan,25-34
510,Female,22,Jeans,Clothing,74,Next Day Air,Yes,Winter,Afghanistan,25-34
511,Female,22,Sandals,Footwear,52,Next Day Air,No,Winter,Afghanistan,25-34
512,Female,22,Blouse,Clothing,22,Next Day Air,Yes,Winter,Afghanistan,25-34
513,Male,22,Sneakers,Footwear,21,Next Day Air,No,Winter,Afghanistan,25-34
514,Male,22,Shirt,Clothing,45,Next Day Air,Yes,Winter,Afghanistan,25-34
515,Male,22,Shorts,Clothing,77,Next Day Air,No,Winter,Afghanistan,25-34
516,Female,22,Coat,Outerwear,50,Next Day Air,Yes,Winter,Afghanistan,25-34
517,Male,22,Handbag,Accessories,25,Next Day Air,No,Winter,Afghanistan,25-34
518,Female,22,Sunglasses,Accessories,15,Next Day Air,Yes,Winter,Afghanistan,25-34
519,Female,22,Scarf,Accessories,69,Next Day Air,No,Winter,Afghanistan,25-34
520,Female,22,Blouse,Clothing,85,Next Day Air,Yes,Winter,Afghanistan,25-34
521,Female,22,Sweater,Clothing,12,Next Day Air,No,Winter,Afghanistan,25-34
522,Female,22,Jeans,Clothing,100,Next Day Air,Yes,Winter,Afghanistan,25-34
523,Male,22,Sandals,Footwear,23,Next Day Air,No,Winter,Afghanistan,25-34
524,Female,22,Blouse,Clothing,14,Next Day Air,Yes,Winter,Afghanistan,25-34
525,Female,22,Sneakers,Footwear,25,Next Day Air,No,Winter,Afghanistan,25-34
526,Female,22,Shirt,Clothing,41,Next Day Air,Yes,Winter,Afghanistan,25-34
527,Female,22,Shorts,Clothing,22,Next Day Air,No,Winter,Afghanistan,25-34
528,Male,22,Coat,Outerwear,63,Next Day Air,Yes,Winter,Afghanistan,25-34
529,Male,22,Handbag,Accessories,55,Next Day Air,No,Winter,Afghanistan,25-34
530,Male,22,Sunglasses,Accessories,98,Next Day Air,Yes,Winter,Afghanistan,25-34
531,Female,22,Scarf,Accessories,99,Next Day Air,No,Winter,Afghanistan,25-34
532,Male,22,Blouse,Clothing,65,Next Day Air,Yes,Winter,Afghanistan,25-34
533,Female,22,Sweater,Clothing,35,Next Day Air,No,Winter,Afghanistan,25-34
534,Female,22,Jeans,Clothing,85,Next Day Air,Yes,Winter,Afghanistan,25-34
535,Female,22,Sandals,Footwear,96,Next Day Air,No,Winter,Afghanistan,25-34
536,Female,22,Blouse,Clothing,74,Next Day Air,Yes,Winter,Afghanistan,25-34
537,Male,22,Sneakers,Footwear,52,Next Day Air,No,Winter,Afghanistan,25-34
538,Male,22,Shirt,Clothing,22,Next Day Air,Yes,Winter,Afghanistan,25-34
539,Male,22,Shorts,Clothing,21,Next Day Air,No,Winter,Afghanistan,25-34
540,Female,22,Coat,Outerwear,45,Next Day Air,Yes,Winter,Afghanistan,25-34
541,Male,22,Handbag,Accessories,77,Next Day Air,No,Winter,Afghanistan,25-34
542,Female,22,Sunglasses,Accessories,50,Next Day Air,Yes,Winter,Afghanistan,25-34
543,Female,22,Scarf,Accessories,25,Next Day Air,No,Winter,Afghanistan,25-34
544,Female,22,Blouse,Clothing,15,Next Day Air,Yes,Winter,Afghanistan,25-34
545,Female,22,Sweater,Clothing,69,Next Day Air,No,Winter,Afghanistan,25-34
546,Female,22,Jeans,Clothing,85,Next Day Air,Yes,Winter,Afghanistan,25-34
547,Male,22,Sandals,Footwear,12,Next Day Air,No,Winter,Afghanistan,25-34
548,Female,22,Blouse,Clothing,100,Next Day Air,Yes,Winter,Afghanistan,25-34
549,Female,22,Sneakers,Footwear,23,Next Day Air,No,Winter,Afghanistan,25-34
550,Female,22,Shirt,Clothing,14,Next Day Air,Yes,Winter,Afghanistan,25-34
551,Male,22,Shorts,Clothing,25,Next Day Air,No,Winter,Afghanistan,25-34
552,Female,22,Coat,Outerwear,41,Next Day Air,Yes,Winter,Afghanistan,25-34
553,Female,22,Handbag,Accessories,22,Next Day Air,No,Winter,Afghanistan,25-34
554,Female,22,Sunglasses,Accessories,63,Next Day Air,Yes,Winter,Afghanistan,25-34
555,Female,22,Scarf,Accessories,55,Next Day Air,No,Winter,Afghanistan,25-34
556,Male,22,Blouse,Clothing,98,Next Day Air,Yes,Winter,Afghanistan,25-34
557,Male,22,Sweater,Clothing,99,Next Day Air,No,Winter,Afghanistan,25-34
558,Male,22,Jeans,Clothing,65,Next Day Air,Yes,Winter,Afghanistan,25-34
559,Female,22,Blouse,Clothing,35,Next Day Air,No,Winter,Afghanistan,25-34
560,Male,22,Sweater,Clothing,85,Next Day Air,Yes,Winter,Afghanistan,25-34
561,Female,22,Jeans,Clothing,96,Next Day Air,No,Winter,Afghanistan,25-34
562,Female,22,Sandals,Footwear,74,Next Day Air,Yes,Winter,Afghanistan,25-34
563,Female,22,Blouse,Clothing,52,Next Day Air,No,Winter,Afghanistan,25-34
564,Female,22,Sneakers,Footwear,22,Next Day Air,Yes,Winter,Afghanistan,25-34
565,Female,22,Shirt,Clothing,21,Next Day Air,No,Winter,Afghanistan,25-34
566,Male,22,Shorts,Clothing,45,Next Day Air,Yes,Winter,Afghanistan,25-34
567,Female,22,Coat,Outerwear,77,Next Day Air,No,Winter,Afghanistan,25-34
568,Female,22,Handbag,Accessories,50,Next Day Air,Yes,Winter,Afghanistan,25-34
569,Female,22,Sunglasses,Accessories,25,Next Day Air,No,Winter,Albania,25-34
570,Female,22,Scarf,Accessories,15,Next Day Air,Yes,Winter,Albania,25-34
571,Male,22,Blouse,Clothing,69,Next Day Air,No,Winter,Albania,25-34
572,Female,22,Sweater,Clothing,85,Next Day Air,Yes,Winter,Albania,25-34
573,Female,22,Jeans,Clothing,12,Next Day Air,No,Winter,Albania,25-34
574,Female,22,Sandals,Footwear,100,Next Day Air,Yes,Winter,Albania,25-34
575,Female,22,Blouse,Clothing,23,Next Day Air,No,Winter,Albania,25-34
576,Male,22,Sneakers,Footwear,14,Next Day Air,Yes,Winter,Albania,25-34
577,Male,22,Shirt,Clothing,25,Next Day Air,No,Winter,Albania,25-34
578,Male,22,Shorts,Clothing,41,Next Day Air,Yes,Winter,Albania,25-34
579,Female,23,Coat,Outerwear,22,Next Day Air,No,Winter,Albania,25-34
580,Male,25,Handbag,Accessories,63,Next Day Air,Yes,Winter,Albania,25-34
581,Female,46,Sunglasses,Accessories,55,Next Day Air,No,Winter,Albania,55-64
582,Female,28,Scarf,Accessories,98,Next Day Air,Yes,Winter,Albania,25-34
583,Female,24,Blouse,Clothing,99,Next Day Air,No,Winter,Albania,25-34
584,Female,27,Sweater,Clothing,65,Next Day Air,Yes,Winter,Albania,25-34
585,Female,22,Jeans,Clothing,35,Next Day Air,No,Winter,Albania,25-34
586,Male,22,Sandals,Footwear,85,Next Day Air,Yes,Winter,Albania,25-34
587,Female,22,Blouse,Clothing,96,Next Day Air,No,Winter,Albania,25-34
588,Female,22,Sneakers,Footwear,74,Next Day Air,Yes,Winter,Albania,25-34
589,Female,22,Shirt,Clothing,52,Next Day Air,No,Winter,Albania,25-34
590,Female,22,Shorts,Clothing,22,Next Day Air,Yes,Winter,Albania,25-34
591,Male,22,Coat,Outerwear,21,Next Day Air,No,Winter,Albania,25-34
592,Female,22,Handbag,Accessories,45,Next Day Air,Yes,Winter,Albania,25-34
593,Male,22,Sunglasses,Accessories,77,Next Day Air,No,Winter,Albania,25-34
594,Female,22,Scarf,Accessories,50,Next Day Air,Yes,Winter,Albania,25-34
595,Female,22,Blouse,Clothing,25,Next Day Air,No,Winter,Albania,25-34
596,Female,22,Sweater,Clothing,15,Next Day Air,Yes,Winter,Albania,25-34
597,Female,22,Jeans,Clothing,69,Next Day Air,No,Winter,Albania,25-34
598,Male,22,Sandals,Footwear,85,Next Day Air,Yes,Winter,Albania,25-34
599,Male,22,Blouse,Clothing,12,Next Day Air,No,Winter,Albania,25-34
600,Male,22,Sneakers,Footwear,100,Next Day Air,Yes,Winter,Albania,25-34
601,Male,22,Shirt,Clothing,23,Next Day Air,No,Winter,Albania,25-34
602,Male,22,Shorts,Clothing,14,Next Day Air,Yes,Winter,Albania,25-34
603,Female,22,Coat,Outerwear,25,Next Day Air,No,Winter,Albania,25-34
604,Female,22,Handbag,Accessories,41,Next Day Air,Yes,Winter,Albania,25-34
605,Female,22,Sunglasses,Accessories,22,Free Shipping,No,Winter,Albania,25-34
606,Female,22,Scarf,Accessories,63,Free Shipping,Yes,Winter,Albania,25-34
607,Female,33,Blouse,Clothing,55,Free Shipping,No,Winter,Albania,25-34
608,Female,33,Sweater,Clothing,98,Free Shipping,Yes,Winter,Albania,25-34
609,Male,33,Jeans,Clothing,99,Free Shipping,No,Winter,Albania,25-34
610,Female,33,Blouse,Clothing,65,Free Shipping,Yes,Winter,Albania,25-34
611,Male,33,Sweater,Clothing,35,Free Shipping,No,Winter,Albania,25-34
612,Female,33,Jeans,Clothing,85,Free Shipping,Yes,Winter,Albania,25-34
613,Female,33,Sandals,Footwear,96,Free Shipping,No,Winter,Albania,25-34
614,Female,33,Blouse,Clothing,74,Free Shipping,Yes,Winter,Albania,25-34
615,Male,33,Sneakers,Footwear,52,Free Shipping,No,Winter,Albania,25-34
616,Male,33,Shirt,Clothing,22,Free Shipping,Yes,Winter,Albania,25-34
617,Female,33,Shorts,Clothing,21,Free Shipping,No,Winter,Albania,25-34
618,Male,33,Coat,Outerwear,45,Free Shipping,Yes,Winter,Albania,25-34
619,Male,33,Handbag,Accessories,77,Free Shipping,No,Winter,Albania,25-34
620,Female,33,Sunglasses,Accessories,50,Free Shipping,Yes,Winter,Albania,25-34
621,Male,33,Scarf,Accessories,25,Free Shipping,No,Winter,Albania,25-34
622,Male,33,Blouse,Clothing,15,Free Shipping,Yes,Winter,Albania,25-34
623,Female,33,Sweater,Clothing,69,Free Shipping,No,Winter,Albania,25-34
624,Male,33,Jeans,Clothing,85,Free Shipping,Yes,Winter,Albania,25-34
625,Female,33,Sandals,Footwear,12,Free Shipping,No,Winter,Albania,25-34
626,Male,33,Blouse,Clothing,100,Free Shipping,Yes,Winter,Albania,25-34
627,Female,33,Sneakers,Footwear,23,Free Shipping,No,Winter,Albania,25-34
628,Male,60,Shirt,Clothing,14,Free Shipping,Yes,Winter,Albania,55-64
629,Female,60,Shorts,Clothing,25,Free Shipping,No,Winter,Albania,55-64
630,Female,60,Coat,Outerwear,41,Free Shipping,Yes,Winter,Albania,55-64
631,Male,60,Handbag,Accessories,22,Free Shipping,No,Winter,Albania,55-64
632,Female,60,Sunglasses,Accessories,63,Free Shipping,Yes,Winter,Albania,55-64
633,Male,60,Scarf,Accessories,55,Free Shipping,No,Winter,Albania,55-64
634,Male,60,Blouse,Clothing,98,Free Shipping,Yes,Winter,Albania,55-64
635,Female,60,Sweater,Clothing,99,Free Shipping,No,Winter,Albania,55-64
636,Female,60,Jeans,Clothing,65,Free Shipping,Yes,Winter,Albania,55-64
637,Female,60,Sandals,Footwear,35,Free Shipping,No,Winter,Albania,55-64
638,Female,60,Blouse,Clothing,85,Free Shipping,Yes,Winter,Albania,55-64
639,Female,60,Sneakers,Footwear,96,Free Shipping,No,Winter,Albania,55-64
640,Female,60,Shirt,Clothing,74,Free Shipping,Yes,Winter,Albania,55-64
641,Female,60,Shorts,Clothing,52,Free Shipping,No,Winter,Albania,55-64
642,Male,55,Coat,Outerwear,22,Free Shipping,Yes,Winter,Albania,55-64
643,Male,55,Handbag,Accessories,21,Free Shipping,No,Winter,Albania,55-64
644,Female,55,Sunglasses,Accessories,45,Free Shipping,Yes,Winter,Albania,55-64
645,Female,55,Scarf,Accessories,77,Free Shipping,No,Winter,Albania,55-64
646,Female,55,Blouse,Clothing,50,Free Shipping,Yes,Winter,Albania,55-64
647,Female,55,Sweater,Clothing,25,Free Shipping,No,Winter,Albania,55-64
648,Female,55,Jeans,Clothing,15,Free Shipping,Yes,Winter,Albania,55-64
649,Female,55,Sandals,Footwear,69,Free Shipping,No,Winter,Albania,55-64
650,Female,55,Blouse,Clothing,85,Free Shipping,Yes,Winter,Albania,55-64
651,Female,55,Sneakers,Footwear,12,Free Shipping,No,Winter,Albania,55-64
652,Male,55,Shirt,Clothing,100,Free Shipping,Yes,Winter,Albania,55-64
653,Female,55,Shorts,Clothing,23,Free Shipping,No,Winter,Albania,55-64
654,Male,55,Coat,Outerwear,14,Free Shipping,Yes,Winter,Albania,55-64
655,Female,55,Handbag,Accessories,25,Free Shipping,No,Winter,Albania,55-64
656,Male,55,Sunglasses,Accessories,41,Free Shipping,Yes,Winter,Albania,55-64
657,Female,55,Scarf,Accessories,22,Free Shipping,No,Winter,Albania,55-64
658,Male,55,Blouse,Clothing,63,Free Shipping,Yes,Winter,Albania,55-64
659,Female,55,Sweater,Clothing,55,Free Shipping,No,Winter,Albania,55-64
660,Male,55,Jeans,Clothing,98,Free Shipping,Yes,Winter,Albania,55-64
661,Male,55,Blouse,Clothing,99,Free Shipping,No,Winter,Albania,55-64
662,Male,55,Sweater,Clothing,65,Free Shipping,Yes,Winter,Albania,55-64
663,Female,55,Jeans,Clothing,35,Free Shipping,No,Winter,Albania,55-64
664,Female,55,Sandals,Footwear,85,Free Shipping,Yes,Winter,Albania,55-64
665,Male,55,Blouse,Clothing,96,Free Shipping,No,Winter,Albania,55-64
666,Male,55,Sneakers,Footwear,74,Free Shipping,Yes,Winter,Albania,55-64
667,Female,55,Shirt,Clothing,52,Free Shipping,No,Winter,Albania,55-64
668,Female,55,Shorts,Clothing,22,Free Shipping,Yes,Winter,Albania,55-64
669,Male,55,Coat,Outerwear,21,Free Shipping,No,Winter,Albania,55-64
670,Female,55,Handbag,Accessories,45,Free Shipping,Yes,Winter,Albania,55-64
671,Male,55,Sunglasses,Accessories,77,Free Shipping,No,Winter,Albania,55-64
672,Female,55,Scarf,Accessories,50,Free Shipping,Yes,Winter,Albania,55-64
673,Female,55,Blouse,Clothing,25,Free Shipping,No,Winter,Albania,55-64
674,Female,55,Sweater,Clothing,15,Free Shipping,Yes,Winter,Albania,55-64
675,Male,55,Jeans,Clothing,69,Free Shipping,No,Winter,Albania,55-64
676,Male,55,Sandals,Footwear,85,Free Shipping,Yes,Winter,Albania,55-64
677,Female,55,Blouse,Clothing,12,Free Shipping,No,Winter,Albania,55-64
678,Male,55,Sneakers,Footwear,100,Free Shipping,Yes,Winter,Albania,55-64
679,Female,55,Shirt,Clothing,23,Free Shipping,No,Winter,Albania,55-64
680,Female,55,Shorts,Clothing,14,Free Shipping,Yes,Winter,Albania,55-64
681,Male,55,Coat,Outerwear,25,Free Shipping,No,Winter,Albania,55-64
682,Male,55,Handbag,Accessories,41,Free Shipping,Yes,Winter,Albania,55-64
683,Male,55,Sunglasses,Accessories,22,Free Shipping,No,Winter,Albania,55-64
684,Female,55,Scarf,Accessories,63,Free Shipping,Yes,Winter,Albania,55-64
